timestamp, temperature.gpu, power.draw [W], power.limit [W], utilization.gpu [%], memory.used [MiB], fan.speed [%], pcie.link.gen.current, clocks.current.graphics [MHz], clocks_event_reasons.active
2026/09/14 09:05:52.108, 60, 241.38 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:06:22.110, 60, 244.63 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1500 MHz, 0x0000000000000004
2026/09/14 09:06:52.113, 61, 250.17 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 09:07:22.115, 61, 242.52 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 09:07:52.117, 60, 241.49 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000000
2026/09/14 09:08:22.120, 59, 234.60 W, 250.00 W, 98 %, 7194 MiB, 70 %, 3, 1500 MHz, 0x0000000000000004
2026/09/14 09:08:52.122, 60, 245.12 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 09:09:22.124, 60, 241.79 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000000
2026/09/14 09:09:52.127, 59, 239.37 W, 250.00 W, 96 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 09:10:22.129, 60, 247.78 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 09:10:52.132, 60, 253.89 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 525 MHz, 0x0000000000000004
2026/09/14 09:11:22.135, 60, 245.93 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:11:52.137, 60, 246.61 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 09:12:22.139, 60, 239.51 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 09:12:52.142, 61, 247.35 W, 250.00 W, 97 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:13:22.144, 60, 231.92 W, 250.00 W, 90 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 09:13:52.146, 60, 202.19 W, 250.00 W, 90 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:14:22.149, 59, 239.86 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 09:14:52.151, 60, 239.31 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 09:15:22.153, 60, 239.67 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 09:15:52.155, 60, 245.01 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:16:22.158, 61, 246.24 W, 250.00 W, 98 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:16:52.161, 60, 241.23 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:17:22.163, 59, 246.10 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1320 MHz, 0x0000000000000004
2026/09/14 09:17:52.166, 61, 241.12 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:18:22.168, 60, 237.37 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:18:52.170, 60, 243.89 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 09:19:22.173, 61, 247.64 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1500 MHz, 0x0000000000000000
2026/09/14 09:19:52.175, 60, 238.35 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:20:22.178, 61, 249.31 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 09:20:52.181, 60, 244.37 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:21:22.184, 61, 247.84 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:21:52.191, 60, 239.48 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1500 MHz, 0x0000000000000000
2026/09/14 09:22:22.193, 60, 242.60 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:22:52.196, 60, 243.86 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 09:23:22.198, 60, 241.92 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:23:52.201, 60, 248.02 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 09:24:22.203, 61, 242.83 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:24:52.205, 60, 240.35 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 09:25:22.208, 60, 242.62 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 09:25:52.215, 60, 241.98 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 09:26:22.217, 60, 242.20 W, 250.00 W, 97 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:26:52.220, 60, 244.78 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 09:27:22.222, 60, 243.74 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 09:27:52.225, 60, 246.37 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 09:28:22.227, 60, 244.88 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:28:52.236, 60, 237.85 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:29:22.239, 60, 244.02 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:29:52.241, 60, 243.32 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:30:22.244, 60, 239.07 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 09:30:52.247, 58, 224.57 W, 250.00 W, 84 %, 7194 MiB, 70 %, 3, 1470 MHz, 0x0000000000000004
2026/09/14 09:31:22.249, 58, 227.82 W, 250.00 W, 86 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:31:52.251, 59, 245.97 W, 250.00 W, 94 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:32:22.254, 60, 244.50 W, 250.00 W, 100 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:32:52.263, 60, 242.12 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:33:22.266, 60, 246.88 W, 250.00 W, 100 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:33:52.268, 60, 236.12 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:34:22.271, 60, 245.80 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1455 MHz, 0x0000000000000004
2026/09/14 09:34:52.273, 60, 241.51 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:35:22.276, 61, 238.51 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 09:35:52.278, 60, 241.39 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:36:22.281, 61, 246.32 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 09:36:52.285, 61, 246.93 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 09:37:22.288, 60, 242.29 W, 250.00 W, 98 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:37:52.291, 61, 247.00 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 09:38:22.293, 60, 246.47 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:38:52.296, 60, 236.10 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 09:39:22.298, 60, 239.91 W, 250.00 W, 97 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:39:52.301, 60, 245.08 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 09:40:22.304, 60, 246.23 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 09:40:52.311, 60, 244.71 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 09:41:22.314, 61, 249.88 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 09:41:52.317, 60, 243.46 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 09:42:22.319, 59, 248.39 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1335 MHz, 0x0000000000000004
2026/09/14 09:42:52.321, 60, 243.21 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:43:22.324, 60, 243.69 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 09:43:52.327, 60, 243.13 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:44:22.329, 60, 246.10 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:44:52.332, 60, 249.17 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1260 MHz, 0x0000000000000000
2026/09/14 09:45:22.334, 61, 247.58 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 09:45:52.337, 60, 241.88 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:46:22.339, 60, 225.39 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:46:52.341, 61, 250.50 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000000
2026/09/14 09:47:22.344, 60, 241.64 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:47:52.346, 60, 243.04 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:48:22.348, 56, 203.45 W, 250.00 W, 0 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:48:52.351, 58, 224.57 W, 250.00 W, 85 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:49:22.353, 58, 243.01 W, 250.00 W, 94 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:49:52.356, 59, 241.54 W, 250.00 W, 94 %, 7194 MiB, 69 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 09:50:22.358, 59, 237.98 W, 250.00 W, 94 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:50:52.360, 60, 240.91 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1515 MHz, 0x0000000000000000
2026/09/14 09:51:22.363, 60, 245.58 W, 250.00 W, 99 %, 7194 MiB, 69 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 09:51:52.366, 60, 240.58 W, 250.00 W, 93 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:52:22.368, 60, 242.73 W, 250.00 W, 94 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:52:52.370, 60, 242.45 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 09:53:22.373, 60, 240.93 W, 250.00 W, 94 %, 7194 MiB, 69 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 09:53:52.375, 61, 247.29 W, 250.00 W, 92 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:54:22.378, 61, 246.46 W, 250.00 W, 97 %, 7194 MiB, 69 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 09:54:52.381, 61, 247.92 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 09:55:22.383, 60, 241.72 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:55:52.385, 60, 240.57 W, 250.00 W, 92 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 09:56:22.388, 61, 246.94 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:56:52.390, 60, 239.33 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 09:57:22.393, 61, 248.84 W, 250.00 W, 92 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:57:52.395, 60, 243.55 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:58:22.398, 60, 243.33 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 09:58:52.400, 59, 240.06 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:59:22.403, 60, 245.21 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1500 MHz, 0x0000000000000004
2026/09/14 09:59:52.405, 60, 245.33 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 10:00:22.407, 60, 240.24 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000000
2026/09/14 10:00:52.410, 60, 241.27 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000000
2026/09/14 10:01:22.412, 60, 246.13 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:01:52.414, 60, 242.29 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:02:22.417, 60, 237.32 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:02:52.419, 60, 238.50 W, 250.00 W, 98 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:03:22.422, 60, 237.38 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 10:03:52.424, 61, 241.89 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:04:22.427, 60, 239.25 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:04:52.429, 60, 236.42 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 10:05:22.431, 60, 239.90 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 10:05:52.434, 60, 228.74 W, 250.00 W, 84 %, 7194 MiB, 70 %, 3, 1485 MHz, 0x0000000000000000
2026/09/14 10:06:22.437, 59, 223.22 W, 250.00 W, 85 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:06:52.440, 60, 244.55 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:07:22.443, 61, 250.41 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:07:52.446, 60, 244.70 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000000
2026/09/14 10:08:22.449, 60, 245.41 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 10:08:52.450, 60, 241.89 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 10:09:22.452, 60, 241.48 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:09:52.454, 60, 243.20 W, 250.00 W, 92 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:10:22.457, 59, 237.99 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:10:52.459, 60, 242.41 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:11:22.460, 61, 248.85 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:11:52.463, 60, 236.45 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000000
2026/09/14 10:12:22.465, 60, 243.23 W, 250.00 W, 97 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:12:52.467, 60, 244.50 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 10:13:22.469, 60, 247.78 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:13:52.471, 60, 245.49 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 10:14:22.474, 60, 241.85 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 10:14:52.476, 61, 245.22 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:15:22.479, 60, 243.39 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:15:52.481, 60, 247.98 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:16:22.484, 60, 240.82 W, 250.00 W, 98 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:16:52.486, 61, 246.19 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 10:17:22.489, 60, 244.63 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 10:17:52.492, 61, 247.26 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 10:18:22.494, 61, 246.59 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1485 MHz, 0x0000000000000004
2026/09/14 10:18:52.497, 60, 245.15 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:19:22.499, 60, 245.42 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000000
2026/09/14 10:19:52.502, 60, 245.21 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:20:22.504, 60, 243.02 W, 250.00 W, 97 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:20:52.507, 60, 244.26 W, 250.00 W, 97 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:21:22.508, 60, 240.27 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:21:52.511, 60, 241.95 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:22:22.514, 61, 247.45 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 10:22:52.516, 60, 238.53 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:23:22.518, 60, 237.85 W, 250.00 W, 86 %, 7194 MiB, 70 %, 3, 1350 MHz, 0x0000000000000004
2026/09/14 10:23:52.520, 59, 181.77 W, 250.00 W, 92 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:24:22.523, 57, 235.20 W, 250.00 W, 94 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:24:52.525, 59, 237.40 W, 250.00 W, 97 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:25:22.527, 59, 244.15 W, 250.00 W, 93 %, 7194 MiB, 69 %, 3, 1515 MHz, 0x0000000000000000
2026/09/14 10:25:52.530, 60, 239.74 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 10:26:22.532, 60, 242.18 W, 250.00 W, 94 %, 7194 MiB, 69 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 10:26:52.535, 60, 242.77 W, 250.00 W, 94 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:27:22.537, 60, 239.02 W, 250.00 W, 93 %, 7194 MiB, 69 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 10:27:52.540, 61, 245.47 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 10:28:22.542, 60, 242.57 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:28:52.545, 60, 233.60 W, 250.00 W, 92 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 10:29:22.547, 60, 238.98 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 10:29:52.549, 60, 242.46 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 10:30:22.552, 59, 239.85 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:30:52.554, 60, 239.87 W, 250.00 W, 98 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:31:22.557, 60, 240.76 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:31:52.559, 60, 246.65 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 10:32:22.562, 61, 245.15 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 10:32:52.564, 60, 242.33 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 10:33:22.582, 60, 241.91 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:33:52.585, 61, 248.10 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:34:22.587, 60, 244.91 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:34:52.589, 61, 247.15 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 10:35:22.592, 61, 249.70 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 10:35:52.594, 60, 240.96 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:36:22.597, 60, 241.52 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 10:36:52.599, 61, 243.46 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:37:22.601, 61, 244.76 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:37:52.604, 60, 241.67 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:38:22.606, 60, 245.06 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:38:52.608, 61, 249.23 W, 250.00 W, 96 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:39:22.611, 61, 244.26 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 10:39:52.613, 60, 241.43 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:40:22.616, 60, 246.32 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:40:52.618, 60, 243.17 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:41:22.621, 60, 225.31 W, 250.00 W, 91 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:41:52.623, 60, 229.68 W, 250.00 W, 91 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:42:22.624, 59, 244.68 W, 250.00 W, 93 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:42:52.627, 59, 236.19 W, 250.00 W, 100 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
